Sequence_ID,Functional_Clade_ID
tr|A0ABW3HY08|A0ABW3HY08_9FLAO,BADASP_Clade_4
tr|A0A7W5Y154|A0A7W5Y154_9BACT,BADASP_Clade_4
tr|A0ABQ1SJX7|A0ABQ1SJX7_9FLAO,BADASP_Clade_4
tr|A0A1G6ZUJ7|A0A1G6ZUJ7_9FLAO,BADASP_Clade_4
tr|A0A9X1HUW8|A0A9X1HUW8_9BACT,BADASP_Clade_4
tr|A0A224AJD3|A0A224AJD3_9FLAO,BADASP_Clade_4
tr|A0ABQ2NLK3|A0ABQ2NLK3_9FLAO,BADASP_Clade_4
tr|A0A2X2RRK9|A0A2X2RRK9_CAPOC,BADASP_Clade_4
tr|A0A2W1NN65|A0A2W1NN65_9FLAO,BADASP_Clade_4
tr|A0ABT8KYN0|A0ABT8KYN0_9BACT,BADASP_Clade_4
tr|A0A2G0CI79|A0A2G0CI79_9BACT,BADASP_Clade_4
tr|X1RQV0|X1RQV0_9ZZZZ,BADASP_Clade_4
tr|A0A381QFG2|A0A381QFG2_9ZZZZ,BADASP_Clade_4
tr|A0A561PX90|A0A561PX90_9BACT,BADASP_Clade_4
tr|A0A915YIH8|A0A915YIH8_9BACT,BADASP_Clade_4
tr|A0A846MN94|A0A846MN94_9BACT,BADASP_Clade_4
tr|A0ABV7YU99|A0ABV7YU99_9BACT,BADASP_Clade_4
tr|A0A7K1TJ81|A0A7K1TJ81_9BACT,BADASP_Clade_4
tr|A0A1Y1S073|A0A1Y1S073_9SPIO,BADASP_Clade_4
tr|A0A1Y6CHG0|A0A1Y6CHG0_9BACT,BADASP_Clade_4
tr|A0A1Y5F1T6|A0A1Y5F1T6_9BACT,BADASP_Clade_4
tr|A0A380A9J7|A0A380A9J7_9GAMM,BADASP_Clade_6
tr|A0A3A1Y5G3|A0A3A1Y5G3_9GAMM,BADASP_Clade_6
tr|A0ABS4KQF9|A0ABS4KQF9_9CLOT,BADASP_Clade_4
tr|A0A3B0VEY1|A0A3B0VEY1_9ZZZZ,BADASP_Clade_4
tr|A0A5J4P5Y2|A0A5J4P5Y2_9ZZZZ,BADASP_Clade_4
tr|S0FE27|S0FE27_9BACT,BADASP_Clade_4
tr|A0A1M4UX47|A0A1M4UX47_9BACT,BADASP_Clade_4
tr|A0A953LC72|A0A953LC72_9BACT,BADASP_Clade_4
tr|A0A1M5JU67|A0A1M5JU67_9FLAO,BADASP_Clade_4
tr|A0A1M6N0U4|A0A1M6N0U4_REIAG,BADASP_Clade_4
tr|A0A9D7STZ5|A0A9D7STZ5_9BACT,BADASP_Clade_4
tr|A0A1M7LEN6|A0A1M7LEN6_9FLAO,BADASP_Clade_7
tr|A0ABW5AQR6|A0ABW5AQR6_9FLAO,BADASP_Clade_7
tr|A0A315ZAY3|A0A315ZAY3_SEDFL,BADASP_Clade_7
tr|A0ABP9D6I6|A0ABP9D6I6_9BACT,BADASP_Clade_7
tr|A0A2R7Y6X4|A0A2R7Y6X4_9CREN,BADASP_Clade_4
tr|D9Q335|D9Q335_ACIS3,BADASP_Clade_4
tr|L0AB88|L0AB88_CALLD,BADASP_Clade_4
tr|A0A060HJL6|A0A060HJL6_9ARCH,BADASP_Clade_4
tr|A0A0F9R2C9|A0A0F9R2C9_9ZZZZ,BADASP_Clade_4
tr|X1R4V9|X1R4V9_9ZZZZ,BADASP_Clade_4
tr|A0A8T4LBN8|A0A8T4LBN8_9ARCH,BADASP_Clade_4
tr|A0A2Z2HJ42|A0A2Z2HJ42_9ARCH,BADASP_Clade_4
tr|A0A2R6BZK3|A0A2R6BZK3_9ARCH,BADASP_Clade_4
tr|A0A0X1KIW5|A0A0X1KIW5_9EURY,BADASP_Clade_4
tr|A0A133UEM7|A0A133UEM7_9EURY,BADASP_Clade_4
tr|A0A126R2U2|A0A126R2U2_METOL,BADASP_Clade_4
tr|A0A166C8Z5|A0A166C8Z5_9EURY,BADASP_Clade_4
tr|A0A2A2HB12|A0A2A2HB12_9EURY,BADASP_Clade_4
tr|A0A2R7Y6W2|A0A2R7Y6W2_9CREN,BADASP_Clade_4
tr|A0A7C4FEF9|A0A7C4FEF9_9CREN,BADASP_Clade_4
tr|A0A7J3XYS7|A0A7J3XYS7_9CREN,BADASP_Clade_4
tr|A2BJ14|A2BJ14_HYPBU,BADASP_Clade_4
tr|A0A7C2ZDI9|A0A7C2ZDI9_9CREN,BADASP_Clade_4
tr|A0AAX4KZ54|A0AAX4KZ54_9CREN,BADASP_Clade_4
tr|A8A9S5|A8A9S5_IGNH4,BADASP_Clade_4
tr|X0TPI6|X0TPI6_9ZZZZ,BADASP_Clade_4
tr|F2KMR5|F2KMR5_ARCVS,BADASP_Clade_4
tr|A0A150ITW9|A0A150ITW9_9EURY,BADASP_Clade_4
tr|A0A150J0F0|A0A150J0F0_9EURY,BADASP_Clade_4
tr|A0A1J5TT11|A0A1J5TT11_9ARCH,BADASP_Clade_4
tr|A0A381WJF8|A0A381WJF8_9ZZZZ,BADASP_Clade_4
tr|A0A3E2BK74|A0A3E2BK74_9BACT,BADASP_Clade_4
tr|T1B6B9|T1B6B9_9ZZZZ,BADASP_Clade_4
tr|A0A8J8CDX4|A0A8J8CDX4_9ARCH,BADASP_Clade_4
tr|X1TT35|X1TT35_9ZZZZ,BADASP_Clade_4
tr|A0A0H3XJE5|A0A0H3XJE5_9MOLU,BADASP_Clade_4
tr|A0A128A2U1|A0A128A2U1_9ARCH,BADASP_Clade_4
tr|A0AAF0D1R3|A0AAF0D1R3_ODILC,BADASP_Clade_4
tr|A0A2S2KPL1|A0A2S2KPL1_9ARCH,BADASP_Clade_4
tr|Q0W1B3|Q0W1B3_METAR,BADASP_Clade_4
tr|A0A098E8T4|A0A098E8T4_9ZZZZ,BADASP_Clade_4
tr|X1HGQ8|X1HGQ8_9ZZZZ,BADASP_Clade_4
tr|A0A0M0BKZ5|A0A0M0BKZ5_9ARCH,BADASP_Clade_4
tr|A0A133VSV4|A0A133VSV4_9EURY,BADASP_Clade_4
tr|A0A7G9YST6|A0A7G9YST6_9EURY,BADASP_Clade_4
tr|A0A3R9RRX2|A0A3R9RRX2_9CREN,BADASP_Clade_4
tr|A0A520KF20|A0A520KF20_9CREN,BADASP_Clade_4
tr|A0A832ZGX1|A0A832ZGX1_9EURY,BADASP_Clade_4
tr|A0A5E4LKN8|A0A5E4LKN8_9ARCH,BADASP_Clade_4
tr|R9T8T3|R9T8T3_METII,BADASP_Clade_4
tr|A0A5E4LMQ3|A0A5E4LMQ3_9ARCH,BADASP_Clade_4
tr|A0A5E4LMR3|A0A5E4LMR3_9ARCH,BADASP_Clade_4
tr|A0A089LDR4|A0A089LDR4_PAEBO,BADASP_Clade_4
tr|A0A4Q2KCD1|A0A4Q2KCD1_9FIRM,BADASP_Clade_4
tr|A0A1Q5SLT6|A0A1Q5SLT6_9BACL,BADASP_Clade_4
tr|A0A136Q2G0|A0A136Q2G0_9FIRM,BADASP_Clade_4
tr|A0A6I4VTZ2|A0A6I4VTZ2_9BACL,BADASP_Clade_4
tr|A0A2H0LXZ4|A0A2H0LXZ4_9BACT,BADASP_Clade_4
tr|A0ABN0P0U1|A0ABN0P0U1_TRELE,BADASP_Clade_4
tr|A0AAE4AQP3|A0AAE4AQP3_9BACT,BADASP_Clade_4
tr|X1JZ29|X1JZ29_9ZZZZ,BADASP_Clade_4
tr|A0A098AX72|A0A098AX72_DESHA,BADASP_Clade_4
tr|A0A1M4SFK0|A0A1M4SFK0_9THEO,BADASP_Clade_4
tr|A0A0S6UHS0|A0A0S6UHS0_NEOTH,BADASP_Clade_4
tr|A0A1P8F5J6|A0A1P8F5J6_9CHLR,BADASP_Clade_4
tr|A0A1J5E2Q6|A0A1J5E2Q6_9BACT,BADASP_Clade_4
tr|A0A3A4R6K0|A0A3A4R6K0_9BACT,BADASP_Clade_4
tr|A0A0G3CKY2|A0A0G3CKY2_METBA,BADASP_Clade_4
tr|A0A7G9ZBA1|A0A7G9ZBA1_9EURY,BADASP_Clade_4
tr|D1YVU0|D1YVU0_METPS,BADASP_Clade_4
tr|N0BFP1|N0BFP1_9EURY,BADASP_Clade_4
tr|A0A1Y2N485|A0A1Y2N485_PSEAH,BADASP_Clade_4
tr|A0A402CRP1|A0A402CRP1_9BACT,BADASP_Clade_4
tr|A0A6J4V975|A0A6J4V975_9BACT,BADASP_Clade_4
tr|A0A0G3EFW3|A0A0G3EFW3_9BACT,BADASP_Clade_4
tr|I4B747|I4B747_TURPD,BADASP_Clade_4
tr|A0A4Y8PCQ4|A0A4Y8PCQ4_9BACT,BADASP_Clade_4
tr|A0A918TWU1|A0A918TWU1_9BACT,BADASP_Clade_4
tr|A0AAF0CRU9|A0AAF0CRU9_9BACT,BADASP_Clade_4
tr|A0A174U3G0|A0A174U3G0_9FIRM,BADASP_Clade_4
tr|A0ABR7NI02|A0ABR7NI02_9FIRM,BADASP_Clade_4
tr|A0A9D1AIH4|A0A9D1AIH4_9FIRM,BADASP_Clade_4
tr|A0A9D2S340|A0A9D2S340_9FIRM,BADASP_Clade_4
tr|K1T680|K1T680_9ZZZZ,BADASP_Clade_4
tr|W7ULH1|W7ULH1_RUMFL,BADASP_Clade_4
tr|A0A1C6HRQ7|A0A1C6HRQ7_9FIRM,BADASP_Clade_4
tr|A0A1Z2XWJ9|A0A1Z2XWJ9_9FIRM,BADASP_Clade_4
tr|A0A4P8XWM8|A0A4P8XWM8_9FIRM,BADASP_Clade_4
tr|A0A9D2MKS6|A0A9D2MKS6_9FIRM,BADASP_Clade_4
tr|A0A380NMD3|A0A380NMD3_9FIRM,BADASP_Clade_4
tr|C9KNU9|C9KNU9_9FIRM,BADASP_Clade_4
tr|A0ABM6RRA1|A0ABM6RRA1_9FIRM,BADASP_Clade_4
tr|U1N203|U1N203_9EURY,BADASP_Clade_4
tr|A0A0U4P8M3|A0A0U4P8M3_9LACT,BADASP_Clade_4
tr|A0A329NBV3|A0A329NBV3_9LACT,BADASP_Clade_4
tr|A0A143YKE0|A0A143YKE0_9LACT,BADASP_Clade_4
tr|A0A1M4SRW8|A0A1M4SRW8_9CLOT,BADASP_Clade_4
tr|A0A1H9R714|A0A1H9R714_BUTFI,BADASP_Clade_8
tr|A0ABT1EJW6|A0ABT1EJW6_9FIRM,BADASP_Clade_8
tr|A0A1T4KJ79|A0A1T4KJ79_9FIRM,BADASP_Clade_4
tr|A0A2J8B4A4|A0A2J8B4A4_9FIRM,BADASP_Clade_4
tr|A0A9D1PI13|A0A9D1PI13_9FIRM,BADASP_Clade_4
tr|A0A2K9P2P5|A0A2K9P2P5_9FIRM,BADASP_Clade_4
tr|A0ABP2AQI4|A0ABP2AQI4_SARVE,BADASP_Clade_4
tr|G9YP75|G9YP75_FLAPL,BADASP_Clade_4
tr|A0A1L8SW23|A0A1L8SW23_9ENTE,BADASP_Clade_4
tr|A0A0R2HFX6|A0A0R2HFX6_9FIRM,BADASP_Clade_4
tr|A0A6N8U3D7|A0A6N8U3D7_9FIRM,BADASP_Clade_4
tr|D2MMI4|D2MMI4_9FIRM,BADASP_Clade_4
tr|A0AB34T9F4|A0AB34T9F4_9BIFI,BADASP_Clade_4
tr|A0A644V684|A0A644V684_9ZZZZ,BADASP_Clade_4
tr|E1RCV2|E1RCV2_METP4,BADASP_Clade_4
tr|A0A8J7YX93|A0A8J7YX93_9ARCH,BADASP_Clade_4
tr|A0A0P9ELN1|A0A0P9ELN1_9ARCH,BADASP_Clade_4
tr|A0A1V0N2X8|A0A1V0N2X8_9ARCH,BADASP_Clade_4
tr|A0AAX4NEX9|A0AAX4NEX9_9ARCH,BADASP_Clade_4
tr|A0A0U2Y4V2|A0A0U2Y4V2_9CREN,BADASP_Clade_4
tr|A0A7M1UQT1|A0A7M1UQT1_9CREN,BADASP_Clade_4
tr|A0A2U9IJ54|A0A2U9IJ54_9CREN,BADASP_Clade_4
tr|A0A5B9DFU7|A0A5B9DFU7_9ARCH,BADASP_Clade_9
tr|A0ABY6HSH0|A0ABY6HSH0_9ARCH,BADASP_Clade_9
tr|A0ABY6HLB9|A0ABY6HLB9_9ARCH,BADASP_Clade_9
tr|A0A830DYB0|A0A830DYB0_9CREN,BADASP_Clade_9
tr|A0A0Q0RVT3|A0A0Q0RVT3_9ARCH,BADASP_Clade_4
tr|A0AA37BQK4|A0AA37BQK4_9ARCH,BADASP_Clade_4
tr|A0A2R6AX70|A0A2R6AX70_9ARCH,BADASP_Clade_4
tr|A0A150IPU9|A0A150IPU9_9EURY,BADASP_Clade_4
tr|A0A1H6BPC8|A0A1H6BPC8_9EURY,BADASP_Clade_4
tr|A0A1I1E7D6|A0A1I1E7D6_NATHA,BADASP_Clade_4
tr|A0A1I2UU31|A0A1I2UU31_9EURY,BADASP_Clade_4
tr|A0AAV3URL7|A0AAV3URL7_9EURY,BADASP_Clade_4
tr|A0A384LNS5|A0A384LNS5_HALVD,BADASP_Clade_4
tr|L9X499|L9X499_9EURY,BADASP_Clade_4
tr|D3RZJ2|D3RZJ2_FERPA,BADASP_Clade_4
tr|A0A1F6V7X4|A0A1F6V7X4_9BACT,BADASP_Clade_4
tr|A0A830FE37|A0A830FE37_9EURY,BADASP_Clade_4
tr|A0A075I6L0|A0A075I6L0_9EURY,BADASP_Clade_4
tr|A0A7C4E1J8|A0A7C4E1J8_CALS0,BADASP_Clade_4
tr|A0A1V0N3P9|A0A1V0N3P9_9ARCH,BADASP_Clade_4
tr|A0AA37BRN9|A0AA37BRN9_9ARCH,BADASP_Clade_4
tr|A0AAX4NE43|A0AAX4NE43_9ARCH,BADASP_Clade_4
tr|A0AA37F9E5|A0AA37F9E5_9ARCH,BADASP_Clade_4
tr|C5ZZS8|C5ZZS8_THESM,BADASP_Clade_4
tr|A0A0M0BRW7|A0A0M0BRW7_9ARCH,BADASP_Clade_4
tr|R1E5Z2|R1E5Z2_NANST,BADASP_Clade_4
tr|A0A8T4LAN1|A0A8T4LAN1_9ARCH,BADASP_Clade_4
tr|A0A832UXV0|A0A832UXV0_9ARCH,BADASP_Clade_4
tr|A0A832V546|A0A832V546_9ARCH,BADASP_Clade_4
tr|A0A382TEV1|A0A382TEV1_9ZZZZ,BADASP_Clade_4
tr|A0A7J4IVJ8|A0A7J4IVJ8_9ARCH,BADASP_Clade_4
tr|A0A5E4LN19|A0A5E4LN19_9ARCH,BADASP_Clade_4
tr|A0A5E4LR92|A0A5E4LR92_9ARCH,BADASP_Clade_4
tr|A0A5E4LUR2|A0A5E4LUR2_9ARCH,BADASP_Clade_4
tr|A0ABY6HPH1|A0ABY6HPH1_9ARCH,BADASP_Clade_4
tr|A0A939C654|A0A939C654_9ARCH,BADASP_Clade_4
tr|A0A397WPZ4|A0A397WPZ4_9ARCH,BADASP_Clade_4
tr|A0A5E4LMH0|A0A5E4LMH0_9ARCH,BADASP_Clade_4
tr|A0A8T4CB56|A0A8T4CB56_9ARCH,BADASP_Clade_4
tr|A0A1J5TK19|A0A1J5TK19_9ARCH,BADASP_Clade_4
tr|A0A381WA38|A0A381WA38_9ZZZZ,BADASP_Clade_4
tr|A0A7D5XET9|A0A7D5XET9_FERL1,BADASP_Clade_4
tr|A0A2R7Y6V9|A0A2R7Y6V9_9CREN,BADASP_Clade_4
tr|A0A7J4JLN0|A0A7J4JLN0_9ARCH,BADASP_Clade_4
tr|A0A371QY47|A0A371QY47_9CREN,BADASP_Clade_4
tr|A0A830EEZ7|A0A830EEZ7_9CREN,BADASP_Clade_4
tr|A0A3R9WZE9|A0A3R9WZE9_9CREN,BADASP_Clade_4
tr|C7DGD8|C7DGD8_MICA2,BADASP_Clade_4
tr|A0A7J4JEP7|A0A7J4JEP7_9ARCH,BADASP_Clade_4
tr|A0A075WCH2|A0A075WCH2_ARCFL,BADASP_Clade_4
tr|A0A0A7GE01|A0A0A7GE01_GEOAI,BADASP_Clade_4
tr|N0BJ34|N0BJ34_9EURY,BADASP_Clade_4
tr|A0A8J8CFC3|A0A8J8CFC3_9ARCH,BADASP_Clade_4
tr|A0A127BA28|A0A127BA28_9EURY,BADASP_Clade_10
tr|H3ZP27|H3ZP27_THELN,BADASP_Clade_10
tr|A0A133UGY8|A0A133UGY8_9EURY,BADASP_Clade_10
tr|M1QAQ8|M1QAQ8_9ZZZZ,BADASP_Clade_10
tr|A0A150IIJ2|A0A150IIJ2_9EURY,BADASP_Clade_10
tr|A0A7C3IXT6|A0A7C3IXT6_9CREN,BADASP_Clade_10
tr|X0Y7D2|X0Y7D2_9ZZZZ,BADASP_Clade_10
tr|A0A1N5SCH4|A0A1N5SCH4_9ARCH,BADASP_Clade_10
tr|A0A830GS62|A0A830GS62_9CREN,BADASP_Clade_10
tr|A0A832YZ99|A0A832YZ99_9CREN,BADASP_Clade_10
tr|A0A8T3V0H8|A0A8T3V0H8_9ARCH,BADASP_Clade_10
tr|D2EF69|D2EF69_PARA4,BADASP_Clade_10
tr|A0A497ENJ6|A0A497ENJ6_9CREN,BADASP_Clade_10
tr|A0A0A1MXY2|A0A0A1MXY2_9BACI,BADASP_Clade_4
tr|A0A0A7GH71|A0A0A7GH71_GEOAI,BADASP_Clade_4
tr|D3RWQ3|D3RWQ3_FERPA,BADASP_Clade_4
tr|N0BFX2|N0BFX2_9EURY,BADASP_Clade_4
tr|D3RZE7|D3RZE7_FERPA,BADASP_Clade_4
tr|A0A218NNU7|A0A218NNU7_9ARCH,BADASP_Clade_4
tr|A0A0F9HLL7|A0A0F9HLL7_9ZZZZ,BADASP_Clade_4
tr|A0AAX4NHL1|A0AAX4NHL1_9ARCH,BADASP_Clade_4
tr|S0ATV2|S0ATV2_FERAC,BADASP_Clade_4
tr|A0A246JQY4|A0A246JQY4_9SPHN,BADASP_Clade_4
tr|A0A4R4FF99|A0A4R4FF99_9FIRM,BADASP_Clade_4
tr|A0A545UCN8|A0A545UCN8_9GAMM,BADASP_Clade_4
tr|A0A0Q0VXW4|A0A0Q0VXW4_9ARCH,BADASP_Clade_11
tr|A0A2H1FDU4|A0A2H1FDU4_9ARCH,BADASP_Clade_11
tr|A0A484IB22|A0A484IB22_9ARCH,BADASP_Clade_11
tr|A0A7K4NYR8|A0A7K4NYR8_9ARCH,BADASP_Clade_11
tr|A0A1F2P5U7|A0A1F2P5U7_9EURY,BADASP_Clade_4
tr|A0A520KRV5|A0A520KRV5_METT2,BADASP_Clade_4
tr|A0A7G9ZDI3|A0A7G9ZDI3_9EURY,BADASP_Clade_4
tr|A0ABY6HT42|A0ABY6HT42_9ARCH,BADASP_Clade_4
tr|X0STI2|X0STI2_9ZZZZ,BADASP_Clade_4
tr|A0A2R6B887|A0A2R6B887_9ARCH,BADASP_Clade_4
tr|A0A7C4H8I6|A0A7C4H8I6_THEPE,BADASP_Clade_4
tr|A0A133UL68|A0A133UL68_9EURY,BADASP_Clade_4
tr|A0A147JT27|A0A147JT27_HADYE,BADASP_Clade_4
tr|A0A060HD28|A0A060HD28_9ARCH,BADASP_Clade_4
tr|A0A060HHF0|A0A060HHF0_9ARCH,BADASP_Clade_4
tr|A0A654LZ78|A0A654LZ78_9ARCH,BADASP_Clade_4
tr|A0A075MQM7|A0A075MQM7_9ARCH,BADASP_Clade_4
tr|A0A977IFP3|A0A977IFP3_9ARCH,BADASP_Clade_4
tr|A0A7C1B6I2|A0A7C1B6I2_9EURY,BADASP_Clade_4
tr|A0A939C9P9|A0A939C9P9_9ARCH,BADASP_Clade_4
tr|A0A7J4IST4|A0A7J4IST4_9ARCH,BADASP_Clade_12
tr|A0A7J4JNG8|A0A7J4JNG8_9ARCH,BADASP_Clade_12
tr|A0A8T4KST0|A0A8T4KST0_9ARCH,BADASP_Clade_12
tr|A0A081ETZ1|A0A081ETZ1_9EURY,BADASP_Clade_4
tr|A0A9Q4GIK4|A0A9Q4GIK4_9EURY,BADASP_Clade_4
tr|A0AAE4ZAH3|A0AAE4ZAH3_9BACT,BADASP_Clade_4
tr|L9Y3E5|L9Y3E5_9EURY,BADASP_Clade_4
tr|M0MS12|M0MS12_9EURY,BADASP_Clade_4
tr|A0ABU2FP05|A0ABU2FP05_9EURY,BADASP_Clade_4
tr|A0ABD5Y0G5|A0ABD5Y0G5_9EURY,BADASP_Clade_4
tr|A0ABD5YSW8|A0ABD5YSW8_9EURY,BADASP_Clade_4
tr|A0A897NUQ9|A0A897NUQ9_9EURY,BADASP_Clade_4
tr|A0ABD5RA74|A0ABD5RA74_9EURY,BADASP_Clade_4
tr|C7NND1|C7NND1_HALUD,BADASP_Clade_4
tr|A0A2R4X416|A0A2R4X416_9EURY,BADASP_Clade_4
tr|A0A4P8WMN6|A0A4P8WMN6_9EURY,BADASP_Clade_4
tr|A0A4U5J979|A0A4U5J979_9EURY,BADASP_Clade_4
tr|A0A0F9L2P3|A0A0F9L2P3_9ZZZZ,BADASP_Clade_4
tr|A0A0F9RF85|A0A0F9RF85_9ZZZZ,BADASP_Clade_4
tr|X0RZK3|X0RZK3_9ZZZZ,BADASP_Clade_4
tr|X1S5W3|X1S5W3_9ZZZZ,BADASP_Clade_4
tr|A0A0F9UK49|A0A0F9UK49_9ZZZZ,BADASP_Clade_4
tr|A0A0F9M1J1|A0A0F9M1J1_9ZZZZ,BADASP_Clade_4
tr|A0A1I0QIN9|A0A1I0QIN9_9BACT,BADASP_Clade_4
tr|A0A8J6TJM1|A0A8J6TJM1_9CHLR,BADASP_Clade_4
tr|A0ABZ2YQX9|A0ABZ2YQX9_9BACT,BADASP_Clade_4
tr|A0A0E4C9A9|A0A0E4C9A9_9FIRM,BADASP_Clade_4
tr|A0A0F9R162|A0A0F9R162_9ZZZZ,BADASP_Clade_4
tr|A0A0W8E7S6|A0A0W8E7S6_9ZZZZ,BADASP_Clade_4
tr|A0A1H8AK49|A0A1H8AK49_9BACT,BADASP_Clade_4
tr|A0AA45WWI8|A0AA45WWI8_9CLOT,BADASP_Clade_4
tr|A0A6I6JKD6|A0A6I6JKD6_9BACT,BADASP_Clade_4
tr|A0A7W8C1X1|A0A7W8C1X1_9BACT,BADASP_Clade_4
tr|A0A7V6A3M6|A0A7V6A3M6_9BACT,BADASP_Clade_4
tr|A0A485M1E1|A0A485M1E1_9ZZZZ,BADASP_Clade_4
tr|A0A926DZE0|A0A926DZE0_9FIRM,BADASP_Clade_4
tr|E1YCF9|E1YCF9_9BACT,BADASP_Clade_4
tr|A0A6G7PZ52|A0A6G7PZ52_9BACT,BADASP_Clade_4
tr|A0A7V5P1T8|A0A7V5P1T8_9BACT,BADASP_Clade_4
tr|I0GR62|I0GR62_SELRL,BADASP_Clade_4
tr|A0ABW5RGV6|A0ABW5RGV6_9BACL,BADASP_Clade_4
tr|A0A3B1BXV4|A0A3B1BXV4_9ZZZZ,BADASP_Clade_4
tr|A0A0S6UCR7|A0A0S6UCR7_NEOTH,BADASP_Clade_4
tr|A0A3D8P368|A0A3D8P368_9THEO,BADASP_Clade_4
