sequence_id,group_id,group_lca_node,family_id,family_lca_node,subfamily_id,subfamily_lca_node
tr|A0A059FIC0|A0A059FIC0_9PROT,7,InternalNode_2573,34,InternalNode_4296,154,InternalNode_4442
tr|A0A059FPM4|A0A059FPM4_9PROT,7,InternalNode_2573,33,InternalNode_3801,142,InternalNode_3871
tr|A0A059G3K1|A0A059G3K1_9PROT,7,InternalNode_2573,34,InternalNode_4296,154,InternalNode_4442
tr|A0A059G420|A0A059G420_9PROT,7,InternalNode_2573,33,InternalNode_3801,142,InternalNode_3871
tr|A0A059KL21|A0A059KL21_9BURK,7,InternalNode_2573,29,InternalNode_3031,114,InternalNode_3151
tr|A0A059KPD6|A0A059KPD6_9BURK,7,InternalNode_2573,33,InternalNode_3801,147,InternalNode_4028
tr|A0A059W4E8|A0A059W4E8_STRNR,7,InternalNode_2573,31,InternalNode_3531,135,InternalNode_3533
tr|A0A060HD28|A0A060HD28_9ARCH,1,InternalNode_6,14,InternalNode_1427,67,InternalNode_1580
tr|A0A060HHF0|A0A060HHF0_9ARCH,1,InternalNode_6,14,InternalNode_1427,67,InternalNode_1580
tr|A0A060HJL6|A0A060HJL6_9ARCH,1,InternalNode_6,9,InternalNode_120,18,InternalNode_213
tr|A0A060HND0|A0A060HND0_9ARCH,1,InternalNode_6,9,InternalNode_120,14,InternalNode_137
tr|A0A060HPY6|A0A060HPY6_9ARCH,1,InternalNode_6,14,InternalNode_1427,67,InternalNode_1580
tr|A0A060I727|A0A060I727_RHIET,7,InternalNode_2573,35,InternalNode_4683,166,InternalNode_4995
tr|A0A060JEC0|A0A060JEC0_9MICO,7,InternalNode_2573,27,InternalNode_2672,107,InternalNode_2857
tr|A0A060LS27|A0A060LS27_9BACI,4,InternalNode_1644,21,InternalNode_1644,79,InternalNode_1776
tr|A0A060ZTR2|A0A060ZTR2_9ACTN,1,InternalNode_6,13,InternalNode_788,47,InternalNode_907
tr|A0A062TVB7|A0A062TVB7_9PROT,7,InternalNode_2573,35,InternalNode_4683,157,InternalNode_4684
tr|A0A062UGG9|A0A062UGG9_9PROT,1,InternalNode_6,13,InternalNode_788,42,InternalNode_808
tr|A0A062V3H1|A0A062V3H1_9EURY,1,InternalNode_6,16,InternalNode_1598,70,InternalNode_1598
tr|A0A062VBJ6|A0A062VBJ6_9PROT,1,InternalNode_6,13,InternalNode_788,54,InternalNode_1133
tr|A0A062VCL5|A0A062VCL5_9EURY,1,InternalNode_6,5,InternalNode_37,7,InternalNode_37
tr|A0A062VN80|A0A062VN80_9PROT,8,InternalNode_5677,40,InternalNode_5677,177,InternalNode_5677
tr|A0A063Y2J0|A0A063Y2J0_9GAMM,7,InternalNode_2573,33,InternalNode_3801,148,InternalNode_4052
tr|A0A066RUM0|A0A066RUM0_9GAMM,7,InternalNode_2573,29,InternalNode_3031,127,InternalNode_3408
tr|A0A066TKQ1|A0A066TKQ1_9NEIS,7,InternalNode_2573,37,InternalNode_5311,174,InternalNode_5311
tr|A0A066YVK0|A0A066YVK0_9ACTN,7,InternalNode_2573,37,InternalNode_5311,174,InternalNode_5311
tr|A0A066Z2B7|A0A066Z2B7_9ACTN,7,InternalNode_2573,27,InternalNode_2672,109,InternalNode_2944
tr|A0A067Z6F6|A0A067Z6F6_GLUOY,7,InternalNode_2573,29,InternalNode_3031,113,InternalNode_3073
tr|A0A068NJN5|A0A068NJN5_FIMGI,5,InternalNode_2267,22,InternalNode_2267,95,InternalNode_2273
tr|A0A068NU58|A0A068NU58_FIMGI,5,InternalNode_2267,22,InternalNode_2267,98,InternalNode_2375
tr|A0A069E854|A0A069E854_9PROT,7,InternalNode_2573,37,InternalNode_5311,174,InternalNode_5311
tr|A0A069JCU3|A0A069JCU3_RHOSG,7,InternalNode_2573,27,InternalNode_2672,105,InternalNode_2674
tr|A0A071MYC3|A0A071MYC3_9BURK,7,InternalNode_2573,34,InternalNode_4296,154,InternalNode_4442
tr|A0A072HMP8|A0A072HMP8_VIBPH,7,InternalNode_2573,29,InternalNode_3031,127,InternalNode_3408
tr|A0A073IRH5|A0A073IRH5_9BACT,4,InternalNode_1644,21,InternalNode_1644,83,InternalNode_1922
tr|A0A073IS55|A0A073IS55_9BACT,4,InternalNode_1644,21,InternalNode_1644,83,InternalNode_1922
tr|A0A073ISX8|A0A073ISX8_9BACT,1,InternalNode_6,18,InternalNode_1629,72,InternalNode_1629
tr|A0A073ITT4|A0A073ITT4_9BACT,1,InternalNode_6,10,InternalNode_274,24,InternalNode_333
tr|A0A073J5P2|A0A073J5P2_9BACT,4,InternalNode_1644,21,InternalNode_1644,83,InternalNode_1922
tr|A0A073J6W9|A0A073J6W9_9RHOB,7,InternalNode_2573,35,InternalNode_4683,157,InternalNode_4684
tr|A0A074N2D4|A0A074N2D4_ERYLO,7,InternalNode_2573,37,InternalNode_5311,174,InternalNode_5311
tr|A0A074T953|A0A074T953_9RHOB,7,InternalNode_2573,36,InternalNode_5282,173,InternalNode_5282
tr|A0A074TPY9|A0A074TPY9_9RHOB,7,InternalNode_2573,35,InternalNode_4683,157,InternalNode_4684
tr|A0A074VZ87|A0A074VZ87_9NEIS,4,InternalNode_1644,21,InternalNode_1644,75,InternalNode_1653
tr|A0A075FSV4|A0A075FSV4_9EURY,1,InternalNode_6,8,InternalNode_114,12,InternalNode_114
tr|A0A075FW29|A0A075FW29_9ARCH,7,InternalNode_2573,37,InternalNode_5311,174,InternalNode_5311
tr|A0A075GU37|A0A075GU37_9EURY,1,InternalNode_6,9,InternalNode_120,18,InternalNode_213
tr|A0A075I6L0|A0A075I6L0_9EURY,7,InternalNode_2573,30,InternalNode_3443,128,InternalNode_3449
tr|A0A075JG88|A0A075JG88_9MICO,7,InternalNode_2573,31,InternalNode_3531,135,InternalNode_3533
tr|A0A075LPN2|A0A075LPN2_9EURY,1,InternalNode_6,12,InternalNode_632,35,InternalNode_741
tr|A0A075LVV4|A0A075LVV4_9EURY,1,InternalNode_6,5,InternalNode_37,7,InternalNode_37
tr|A0A075MP79|A0A075MP79_9ARCH,1,InternalNode_6,9,InternalNode_120,15,InternalNode_198
tr|A0A075MQB6|A0A075MQB6_9ARCH,1,InternalNode_6,14,InternalNode_1427,67,InternalNode_1580
tr|A0A075MQM7|A0A075MQM7_9ARCH,1,InternalNode_6,14,InternalNode_1427,67,InternalNode_1580
tr|A0A075R3L5|A0A075R3L5_BRELA,1,InternalNode_6,13,InternalNode_788,45,InternalNode_845
tr|A0A075UQJ5|A0A075UQJ5_9PSEU,7,InternalNode_2573,25,InternalNode_2581,103,InternalNode_2581
tr|A0A075WA67|A0A075WA67_ARCFL,1,InternalNode_6,5,InternalNode_37,7,InternalNode_37
tr|A0A075WAN8|A0A075WAN8_ARCFL,1,InternalNode_6,9,InternalNode_120,13,InternalNode_122
tr|A0A075WCH2|A0A075WCH2_ARCFL,1,InternalNode_6,14,InternalNode_1427,66,InternalNode_1573
tr|A0A075WHR1|A0A075WHR1_ARCFL,1,InternalNode_6,14,InternalNode_1427,65,InternalNode_1522
tr|A0A075WHS9|A0A075WHS9_ARCFL,1,InternalNode_6,16,InternalNode_1598,70,InternalNode_1598
tr|A0A075WL76|A0A075WL76_ARCFL,1,InternalNode_6,11,InternalNode_506,26,InternalNode_507
tr|A0A076EGQ1|A0A076EGQ1_RHOOP,7,InternalNode_2573,27,InternalNode_2672,109,InternalNode_2944
tr|A0A076F4C2|A0A076F4C2_RHOOP,1,InternalNode_6,13,InternalNode_788,47,InternalNode_907
tr|A0A076N1L6|A0A076N1L6_AMYME,1,InternalNode_6,13,InternalNode_788,55,InternalNode_1166
tr|A0A077F9U2|A0A077F9U2_9PSED,7,InternalNode_2573,35,InternalNode_4683,166,InternalNode_4995
tr|A0A077KY41|A0A077KY41_ACIGI,7,InternalNode_2573,35,InternalNode_4683,157,InternalNode_4684
tr|A0A077L2N2|A0A077L2N2_ACIGI,7,InternalNode_2573,37,InternalNode_5311,174,InternalNode_5311
tr|A0A077M1N6|A0A077M1N6_9MICO,7,InternalNode_2573,25,InternalNode_2581,103,InternalNode_2581
tr|A0A077M4X9|A0A077M4X9_9MICO,7,InternalNode_2573,30,InternalNode_3443,134,InternalNode_3495
tr|A0A077MD03|A0A077MD03_9MICO,7,InternalNode_2573,31,InternalNode_3531,135,InternalNode_3533
tr|A0A078KPP1|A0A078KPP1_9FIRM,1,InternalNode_6,10,InternalNode_274,24,InternalNode_333
tr|A0A081BGP9|A0A081BGP9_9LACO,4,InternalNode_1644,21,InternalNode_1644,92,InternalNode_2222
tr|A0A081ETZ1|A0A081ETZ1_9EURY,1,InternalNode_6,12,InternalNode_632,34,InternalNode_718
tr|A0A081KC08|A0A081KC08_9GAMM,7,InternalNode_2573,35,InternalNode_4683,157,InternalNode_4684
tr|A0A081LMR3|A0A081LMR3_AERCA,7,InternalNode_2573,31,InternalNode_3531,135,InternalNode_3533
tr|A0A081PAK2|A0A081PAK2_9BACL,1,InternalNode_6,6,InternalNode_56,8,InternalNode_58
tr|A0A081PIT5|A0A081PIT5_9SPHI,9,InternalNode_5702,41,InternalNode_5702,182,InternalNode_5881
tr|A0A081PKR6|A0A081PKR6_9SPHI,9,InternalNode_5702,41,InternalNode_5702,179,InternalNode_5734
tr|A0A081PLX9|A0A081PLX9_9SPHI,1,InternalNode_6,17,InternalNode_1618,71,InternalNode_1618
tr|A0A084SPL7|A0A084SPL7_9BACT,7,InternalNode_2573,29,InternalNode_3031,121,InternalNode_3359
tr|A0A084T0R5|A0A084T0R5_9BACT,7,InternalNode_2573,31,InternalNode_3531,135,InternalNode_3533
tr|A0A085G6H8|A0A085G6H8_EWIA3,4,InternalNode_1644,21,InternalNode_1644,86,InternalNode_1954
tr|A0A085VM50|A0A085VM50_PSESX,7,InternalNode_2573,33,InternalNode_3801,151,InternalNode_4206
tr|A0A086PBM4|A0A086PBM4_SPHHM,1,InternalNode_6,12,InternalNode_632,39,InternalNode_756
tr|A0A086ZI45|A0A086ZI45_9BIFI,1,InternalNode_6,13,InternalNode_788,47,InternalNode_907
tr|A0A087A587|A0A087A587_9BIFI,1,InternalNode_6,13,InternalNode_788,47,InternalNode_907
tr|A0A087B550|A0A087B550_9BIFI,7,InternalNode_2573,27,InternalNode_2672,107,InternalNode_2857
tr|A0A087BMG1|A0A087BMG1_9BIFI,1,InternalNode_6,13,InternalNode_788,47,InternalNode_907
tr|A0A087CCQ6|A0A087CCQ6_9BIFI,7,InternalNode_2573,37,InternalNode_5311,174,InternalNode_5311
tr|A0A087DJ41|A0A087DJ41_9BIFI,7,InternalNode_2573,30,InternalNode_3443,134,InternalNode_3495
tr|A0A087MHD7|A0A087MHD7_9GAMM,7,InternalNode_2573,29,InternalNode_3031,122,InternalNode_3364
tr|A0A088E4H2|A0A088E4H2_9CREN,1,InternalNode_6,10,InternalNode_274,23,InternalNode_327
tr|A0A089HMX0|A0A089HMX0_PAEDU,4,InternalNode_1644,21,InternalNode_1644,76,InternalNode_1719
tr|A0A089HQT8|A0A089HQT8_PAEDU,5,InternalNode_2267,22,InternalNode_2267,97,InternalNode_2294
tr|A0A089M4S4|A0A089M4S4_9BACL,4,InternalNode_1644,21,InternalNode_1644,76,InternalNode_1719
tr|A0A090E7Z2|A0A090E7Z2_MESPL,7,InternalNode_2573,34,InternalNode_4296,153,InternalNode_4297
tr|A0A090EYK9|A0A090EYK9_MESPL,7,InternalNode_2573,34,InternalNode_4296,154,InternalNode_4442
tr|A0A090IIT2|A0A090IIT2_9GAMM,7,InternalNode_2573,29,InternalNode_3031,127,InternalNode_3408
tr|A0A090VKF7|A0A090VKF7_9FLAO,9,InternalNode_5702,41,InternalNode_5702,179,InternalNode_5734
tr|A0A090Y8J9|A0A090Y8J9_PAEMA,4,InternalNode_1644,21,InternalNode_1644,81,InternalNode_1841
tr|A0A090YZ64|A0A090YZ64_9BACI,4,InternalNode_1644,21,InternalNode_1644,81,InternalNode_1841
tr|A0A094JDL0|A0A094JDL0_9GAMM,7,InternalNode_2573,33,InternalNode_3801,142,InternalNode_3871
tr|A0A094PPW1|A0A094PPW1_9ZZZZ,7,InternalNode_2573,29,InternalNode_3031,114,InternalNode_3151
tr|A0A094PRH9|A0A094PRH9_9ZZZZ,1,InternalNode_6,13,InternalNode_788,47,InternalNode_907
tr|A0A094WFH4|A0A094WFH4_ALKAL,1,InternalNode_6,13,InternalNode_788,45,InternalNode_845
tr|A0A095YBM4|A0A095YBM4_9MICC,7,InternalNode_2573,25,InternalNode_2581,103,InternalNode_2581
tr|A0A097QUX6|A0A097QUX6_9EURY,1,InternalNode_6,12,InternalNode_632,35,InternalNode_741
tr|A0A097QVL5|A0A097QVL5_9EURY,1,InternalNode_6,17,InternalNode_1618,71,InternalNode_1618
tr|A0A097QVS2|A0A097QVS2_9EURY,1,InternalNode_6,14,InternalNode_1427,68,InternalNode_1585
tr|A0A098AX72|A0A098AX72_DESHA,1,InternalNode_6,10,InternalNode_274,24,InternalNode_333
tr|A0A098E8T4|A0A098E8T4_9ZZZZ,1,InternalNode_6,11,InternalNode_506,29,InternalNode_554
tr|A0A098MAI7|A0A098MAI7_9BACL,4,InternalNode_1644,21,InternalNode_1644,76,InternalNode_1719
tr|A0A098S656|A0A098S656_9BACT,9,InternalNode_5702,41,InternalNode_5702,180,InternalNode_5817
tr|A0A099J2C5|A0A099J2C5_9MICO,1,InternalNode_6,13,InternalNode_788,55,InternalNode_1166
tr|A0A099JC79|A0A099JC79_9MICO,1,InternalNode_6,13,InternalNode_788,49,InternalNode_1082
tr|A0A099KNH3|A0A099KNH3_COLPS,7,InternalNode_2573,35,InternalNode_4683,162,InternalNode_4960
tr|A0A099KPZ5|A0A099KPZ5_COLPS,7,InternalNode_2573,29,InternalNode_3031,113,InternalNode_3073
tr|A0A099KSL8|A0A099KSL8_COLPS,7,InternalNode_2573,37,InternalNode_5311,174,InternalNode_5311
tr|A0A099L3D0|A0A099L3D0_COLPS,7,InternalNode_2573,35,InternalNode_4683,166,InternalNode_4995
tr|A0A099T170|A0A099T170_METMT,1,InternalNode_6,13,InternalNode_788,58,InternalNode_1197
tr|A0A099WH18|A0A099WH18_9LIST,4,InternalNode_1644,21,InternalNode_1644,80,InternalNode_1808
tr|A0A0A0C2B6|A0A0A0C2B6_9CELL,1,InternalNode_6,13,InternalNode_788,47,InternalNode_907
tr|A0A0A0CWV0|A0A0A0CWV0_9PROT,7,InternalNode_2573,35,InternalNode_4683,166,InternalNode_4995
tr|A0A0A0CY46|A0A0A0CY46_9PROT,7,InternalNode_2573,33,InternalNode_3801,151,InternalNode_4206
tr|A0A0A0CZA3|A0A0A0CZA3_9PROT,4,InternalNode_1644,21,InternalNode_1644,89,InternalNode_2033
tr|A0A0A0CZS4|A0A0A0CZS4_9PROT,7,InternalNode_2573,29,InternalNode_3031,114,InternalNode_3151
tr|A0A0A0D4N0|A0A0A0D4N0_9PROT,5,InternalNode_2267,22,InternalNode_2267,98,InternalNode_2375
tr|A0A0A0EEE0|A0A0A0EEE0_9RHOB,7,InternalNode_2573,29,InternalNode_3031,115,InternalNode_3286
tr|A0A0A0NJN4|A0A0A0NJN4_STRRN,1,InternalNode_6,13,InternalNode_788,49,InternalNode_1082
tr|A0A0A1MXY2|A0A0A1MXY2_9BACI,4,InternalNode_1644,21,InternalNode_1644,81,InternalNode_1841
tr|A0A0A2DKP1|A0A0A2DKP1_9CORY,7,InternalNode_2573,37,InternalNode_5311,174,InternalNode_5311
tr|A0A0A2GUT0|A0A0A2GUT0_9FLAO,9,InternalNode_5702,41,InternalNode_5702,181,InternalNode_5855
tr|A0A0A2SNY7|A0A0A2SNY7_9GAMM,7,InternalNode_2573,35,InternalNode_4683,169,InternalNode_5231
tr|A0A0A2UT69|A0A0A2UT69_9BACI,1,InternalNode_6,13,InternalNode_788,45,InternalNode_845
tr|A0A0A3IKJ9|A0A0A3IKJ9_9BACI,4,InternalNode_1644,21,InternalNode_1644,81,InternalNode_1841
tr|A0A0A7GE01|A0A0A7GE01_GEOAI,1,InternalNode_6,14,InternalNode_1427,66,InternalNode_1573
tr|A0A0A7GH71|A0A0A7GH71_GEOAI,1,InternalNode_6,5,InternalNode_37,7,InternalNode_37
tr|A0A0A7LA71|A0A0A7LA71_9ARCH,1,InternalNode_6,9,InternalNode_120,18,InternalNode_213
tr|A0A0A8K5N3|A0A0A8K5N3_9HYPH,1,InternalNode_6,13,InternalNode_788,46,InternalNode_887
tr|A0A0B1Q4N4|A0A0B1Q4N4_9HYPH,7,InternalNode_2573,33,InternalNode_3801,143,InternalNode_3928
tr|A0A0B2A664|A0A0B2A664_9MICO,7,InternalNode_2573,34,InternalNode_4296,156,InternalNode_4640
tr|A0A0B2B5A6|A0A0B2B5A6_9ACTN,1,InternalNode_6,13,InternalNode_788,47,InternalNode_907
tr|A0A0B2JXJ3|A0A0B2JXJ3_9FIRM,5,InternalNode_2267,22,InternalNode_2267,97,InternalNode_2294
tr|A0A0B2JYZ9|A0A0B2JYZ9_9FIRM,1,InternalNode_6,13,InternalNode_788,58,InternalNode_1197
tr|A0A0B2K0Z2|A0A0B2K0Z2_9FIRM,1,InternalNode_6,13,InternalNode_788,58,InternalNode_1197
tr|A0A0B4DE37|A0A0B4DE37_PSEPS,7,InternalNode_2573,29,InternalNode_3031,118,InternalNode_3302
tr|A0A0B5E822|A0A0B5E822_9RHOB,7,InternalNode_2573,37,InternalNode_5311,174,InternalNode_5311
tr|A0A0B5QKK6|A0A0B5QKK6_CLOBE,1,InternalNode_6,13,InternalNode_788,58,InternalNode_1197
tr|A0A0B7HFJ7|A0A0B7HFJ7_9FLAO,9,InternalNode_5702,41,InternalNode_5702,180,InternalNode_5817
tr|A0A0B9ABK0|A0A0B9ABK0_9SPHN,7,InternalNode_2573,37,InternalNode_5311,174,InternalNode_5311
tr|A0A0B9AMJ9|A0A0B9AMJ9_BRELN,7,InternalNode_2573,31,InternalNode_3531,135,InternalNode_3533
tr|A0A0C1CUC8|A0A0C1CUC8_9SPHI,7,InternalNode_2573,35,InternalNode_4683,166,InternalNode_4995
tr|A0A0C1FSA1|A0A0C1FSA1_9SPHI,9,InternalNode_5702,41,InternalNode_5702,179,InternalNode_5734
tr|A0A0C1FXF4|A0A0C1FXF4_9SPHI,9,InternalNode_5702,41,InternalNode_5702,179,InternalNode_5734
tr|A0A0C1UKT8|A0A0C1UKT8_9CLOT,5,InternalNode_2267,22,InternalNode_2267,95,InternalNode_2273
tr|A0A0C1UWD1|A0A0C1UWD1_9CYAN,5,InternalNode_2267,22,InternalNode_2267,99,InternalNode_2489
tr|A0A0C1YMM6|A0A0C1YMM6_9CYAN,1,InternalNode_6,13,InternalNode_788,46,InternalNode_887
tr|A0A0C2EAE8|A0A0C2EAE8_9PSED,7,InternalNode_2573,35,InternalNode_4683,166,InternalNode_4995
tr|A0A0C2S3D0|A0A0C2S3D0_9BACL,1,InternalNode_6,13,InternalNode_788,45,InternalNode_845
tr|A0A0C2V4H1|A0A0C2V4H1_PARME,1,InternalNode_6,13,InternalNode_788,58,InternalNode_1197
tr|A0A0C5UYU2|A0A0C5UYU2_9GAMM,7,InternalNode_2573,35,InternalNode_4683,157,InternalNode_4684
tr|A0A0C5VFL9|A0A0C5VFL9_9GAMM,7,InternalNode_2573,29,InternalNode_3031,127,InternalNode_3408
tr|A0A0C5XC84|A0A0C5XC84_NOCSI,7,InternalNode_2573,31,InternalNode_3531,135,InternalNode_3533
tr|A0A0C6P3Y4|A0A0C6P3Y4_BORBO,7,InternalNode_2573,29,InternalNode_3031,114,InternalNode_3151
tr|A0A0D0GL02|A0A0D0GL02_9SPHI,7,InternalNode_2573,35,InternalNode_4683,166,InternalNode_4995
tr|A0A0D0INV8|A0A0D0INV8_9MICO,7,InternalNode_2573,27,InternalNode_2672,105,InternalNode_2674
tr|A0A0D0IQA2|A0A0D0IQA2_9MICO,7,InternalNode_2573,29,InternalNode_3031,118,InternalNode_3302
tr|A0A0D0Q933|A0A0D0Q933_9RHOB,7,InternalNode_2573,33,InternalNode_3801,141,InternalNode_3838
tr|A0A0D0QXR2|A0A0D0QXR2_STAGA,4,InternalNode_1644,21,InternalNode_1644,79,InternalNode_1776
tr|A0A0D1EKJ2|A0A0D1EKJ2_9RHOB,7,InternalNode_2573,35,InternalNode_4683,166,InternalNode_4995
tr|A0A0D1JEJ4|A0A0D1JEJ4_BACIU,4,InternalNode_1644,21,InternalNode_1644,79,InternalNode_1776
tr|A0A0D1UYU4|A0A0D1UYU4_ANEMI,1,InternalNode_6,13,InternalNode_788,45,InternalNode_845
tr|A0A0D1YFY1|A0A0D1YFY1_ANEMI,4,InternalNode_1644,21,InternalNode_1644,79,InternalNode_1776
tr|A0A0D2GH97|A0A0D2GH97_9BACT,1,InternalNode_6,13,InternalNode_788,48,InternalNode_1036
tr|A0A0D2JHQ2|A0A0D2JHQ2_9BACT,7,InternalNode_2573,26,InternalNode_2662,104,InternalNode_2662
tr|A0A0D4BYD7|A0A0D4BYD7_9MICC,7,InternalNode_2573,31,InternalNode_3531,135,InternalNode_3533
tr|A0A0D5BZP1|A0A0D5BZP1_9ARCH,1,InternalNode_6,2,InternalNode_27,4,InternalNode_27
tr|A0A0D5NH43|A0A0D5NH43_9BACL,4,InternalNode_1644,21,InternalNode_1644,79,InternalNode_1776
tr|A0A0D5NQU9|A0A0D5NQU9_9BACL,1,InternalNode_6,6,InternalNode_56,8,InternalNode_58
tr|A0A0D5YKX0|A0A0D5YKX0_ACIBA,7,InternalNode_2573,29,InternalNode_3031,114,InternalNode_3151
tr|A0A0D6B790|A0A0D6B790_RHOSU,7,InternalNode_2573,32,InternalNode_3775,138,InternalNode_3775
tr|A0A0D6JI12|A0A0D6JI12_9HYPH,7,InternalNode_2573,37,InternalNode_5311,174,InternalNode_5311
tr|A0A0D6JMF0|A0A0D6JMF0_9EURY,1,InternalNode_6,11,InternalNode_506,28,InternalNode_536
tr|A0A0D6JU17|A0A0D6JU17_9EURY,1,InternalNode_6,10,InternalNode_274,21,InternalNode_277
tr|A0A0D6MK22|A0A0D6MK22_9PROT,7,InternalNode_2573,29,InternalNode_3031,113,InternalNode_3073
tr|A0A0D6P566|A0A0D6P566_9PROT,7,InternalNode_2573,37,InternalNode_5311,174,InternalNode_5311
tr|A0A0D7CUK0|A0A0D7CUK0_9ACTN,7,InternalNode_2573,27,InternalNode_2672,108,InternalNode_2894
tr|A0A0D7KAW5|A0A0D7KAW5_9BURK,7,InternalNode_2573,29,InternalNode_3031,114,InternalNode_3151
tr|A0A0D8J1H2|A0A0D8J1H2_9FIRM,4,InternalNode_1644,21,InternalNode_1644,92,InternalNode_2222
tr|A0A0E1VZR1|A0A0E1VZR1_BURPE,7,InternalNode_2573,33,InternalNode_3801,149,InternalNode_4162
tr|A0A0E1W5K3|A0A0E1W5K3_BURPE,7,InternalNode_2573,29,InternalNode_3031,112,InternalNode_3035
tr|A0A0E3K197|A0A0E3K197_CLOSL,1,InternalNode_6,13,InternalNode_788,58,InternalNode_1197
tr|A0A0E3LT26|A0A0E3LT26_METMZ,1,InternalNode_6,13,InternalNode_788,58,InternalNode_1197
tr|A0A0E3M623|A0A0E3M623_CLOSL,4,InternalNode_1644,21,InternalNode_1644,76,InternalNode_1719
tr|A0A0E3YEH4|A0A0E3YEH4_9BURK,7,InternalNode_2573,35,InternalNode_4683,166,InternalNode_4995
tr|A0A0E3ZUT5|A0A0E3ZUT5_9BACT,9,InternalNode_5702,41,InternalNode_5702,180,InternalNode_5817
tr|A0A0E4BPL1|A0A0E4BPL1_9BRAD,7,InternalNode_2573,34,InternalNode_4296,153,InternalNode_4297
tr|A0A0E4BQG2|A0A0E4BQG2_9BRAD,7,InternalNode_2573,33,InternalNode_3801,151,InternalNode_4206
tr|A0A0E4C9A9|A0A0E4C9A9_9FIRM,1,InternalNode_6,13,InternalNode_788,58,InternalNode_1197
tr|A0A0E4GBH0|A0A0E4GBH0_9FIRM,1,InternalNode_6,10,InternalNode_274,24,InternalNode_333
tr|A0A0E4GCX7|A0A0E4GCX7_9FIRM,1,InternalNode_6,13,InternalNode_788,58,InternalNode_1197
tr|A0A0F0GT45|A0A0F0GT45_LENAE,7,InternalNode_2573,27,InternalNode_2672,108,InternalNode_2894
tr|A0A0F0KIU8|A0A0F0KIU8_9MICO,1,InternalNode_6,13,InternalNode_788,47,InternalNode_907
tr|A0A0F0KN11|A0A0F0KN11_9MICO,7,InternalNode_2573,31,InternalNode_3531,135,InternalNode_3533
tr|A0A0F0LF36|A0A0F0LF36_9MICO,7,InternalNode_2573,27,InternalNode_2672,105,InternalNode_2674
tr|A0A0F3IHH2|A0A0F3IHH2_9PROT,7,InternalNode_2573,34,InternalNode_4296,154,InternalNode_4442
